chain,chain_index,sample,score
JSCRFRWOJE,9 18 2 17 5 17 22 14 9 4,-0.25107040099709454 0.4404646958227312 -0.7908644459810166 0.3518455867416379 -0.5526724770488962 0.37975214038699057 0.7290136851587619 0.13682218241885558 -0.2720426264953 -0.6241269779481533,3.890322690691861
VNZVUUDDYV,21 13 25 21 20 20 3 3 24 21,0.6439431031078657 0.061886513887498884 0.9700775963385488 0.67575020531549 0.5421961729116052 0.614038216781071 -0.7441252104332594 -0.7357856954401498 0.8912217978156733 0.6641187029114706,4.382246757204623
YRQHLDAZZG,24 17 16 7 11 3 0 25 25 6,0.8609911262958732 0.32450402619055985 0.26438310422829026 -0.3937035380735072 -0.14092237903175775 -0.7267303696259189 -0.9883609557371642 0.9887728389588031 0.9837748910848807 -0.46982098615986523,4.098238097678085
ZOFGGTSFFT,25 14 5 6 6 19 18 5 5 19,0.971987533747475 0.09449619056449055 -0.5391236741960339 -0.5138755422619363 -0.5287241013791049 0.48972231099102026 0.39103952372773265 -0.5785932357018961 -0.5989125964699382 0.49844716068807204,4.262055682664521
HHKDEPTOVE,7 7 10 3 4 15 19 14 21 4,-0.4104298024966859 -0.4230705490412514 -0.16621289931860872 -0.7621167535516782 -0.6529451491529097 0.15681799132378105 0.4865179974224194 0.10121264869444202 0.6569322841514813 -0.6866694918871616,3.8477778617771006
YDRYDHPHXQ,24 3 17 24 3 7 15 7 23 16,0.8632680190960038 -0.7064758953643451 0.36182602360881466 0.8678001100169046 -0.7202984989259378 -0.4478511787622437 0.18995320218156464 -0.4215587756761816 0.845997867815945 0.2619744151916532,4.122696397603907
RAGDJBBLGD,17 0 6 3 9 1 1 11 6 3,0.3259999984768369 -0.9834576730001889 -0.5079847708015928 -0.713066842404164 -0.2945040289724239 -0.9117688326149147 -0.8665006490430347 -0.13408572178746958 -0.5064480163976732 -0.7589319451975716,4.164825896974968
MYWWMNBXIH,12 24 22 22 12 13 1 23 8 7,-0.06157586804729953 0.888906844457451 0.7126552025297355 0.7078642570680003 -0.0008170936370415216 0.02433588608379922 -0.8865501671917246 0.7895375908423083 -0.37667160593502214 -0.3958801209161755,3.646064411443508
HVPPMTMMSB,7 21 15 15 12 19 12 12 18 1,-0.4558921487680434 0.6420778270137064 0.2281226188776968 0.18244833748026035 -0.030650953822843885 0.5342478210773132 -0.01682976659046398 -0.004814544029152046 0.41883540004867204 -0.8563040258019268,3.315303403490415
DDAXQEYLOC,3 3 0 23 16 4 24 11 14 2,-0.7423170089191085 -0.7220437218131106 -0.9785654164609336 0.7707856058546556 0.2400923035228988 -0.6428368479646285 0.903123435499489 -0.14448974554443494 0.15354973831711605 -0.8061819235386534,3.9481564520138304
JFRYJTPHRL,9 5 17 24 9 19 15 7 17 11,-0.2569098623163204 -0.5446106061262308 0.32491184659282935 0.9126843952392141 -0.24754204101124055 0.5369764728716255 0.16517064098278667 -0.4532558614833466 0.3480968386916228 -0.09914989062341362,3.598222461070883
AQTEPLUKBT,0 16 19 4 15 11 20 10 1 19,-0.9686312330340148 0.2867028335245796 0.4973749918489032 -0.6499311619841797 0.22714789757159526 -0.1218738840023017 0.5800737961130837 -0.1675902194177914 -0.8483258464116332 0.5283640078143941,3.905307598598679
RALUQSVURU,17 0 11 20 16 18 21 20 17 20,0.3691938941602324 -0.9300300280741038 -0.12520462620028971 0.5851158418629165 0.27589159800406104 0.456232309420876 0.6334998522735702 0.6011542885004528 0.31481384631787024 0.6110217647568985,4.061872688322996
GWLVZHFAVL,6 22 11 21 25 7 5 0 21 11,-0.46712001369705125 0.7627312128878314 -0.07694015968081991 0.6588858334132792 0.9376187533823377 -0.45083574410728455 -0.5446726688316579 -0.9709857881287414 0.657284405541189 -0.11620606653144328,4.132657024445805
MZPWYVPMPF,12 25 15 22 24 21 15 12 15 5,-0.05855664756091494 0.9631895371308263 0.186038203328045 0.7338818689584783 0.9105772765570785 0.6419946553513056 0.20805012187007965 -0.019947094934564147 0.20449346884277153 -0.5469998749121661,3.48667443381617
ZFYAKAVCFH,25 5 24 0 10 0 21 2 5 7,0.9864456661155474 -0.6011476810430347 0.8549485984552416 -0.9707577849566766 -0.20424986171173698 -0.9731138463694782 0.623983330401672 -0.7788349272899693 -0.5582734167261285 -0.45392651427516917,4.412224315812928
MKWSGQUDDG,12 10 22 18 6 16 20 3 3 6,-0.0375223166978651 -0.15403240904578963 0.6967798944295656 0.43107853501382065 -0.47709761311658094 0.248659538563619 0.5689657831760142 -0.7320510768343083 -0.7380957851111218 -0.4672143172251946,3.9009181023260564
CGZTNIGBRF,2 6 25 19 13 8 6 1 17 5,-0.8319202155989798 -0.506501890978301 0.937920587781762 0.4641373368380328 0.008954077675587868 -0.3548465015527009 -0.4813940898574778 -0.9223559907835879 0.3542355186370161 -0.604106644363714,4.176485668166958
VYORRLZHXQ,21 24 14 17 17 11 25 7 23 16,0.6189179834626235 0.9154831152583136 0.11416848028396398 0.33575281696740666 0.3502211267457398 -0.09979126700148822 0.930803312054886 -0.45557523133798794 0.7721842820246956 0.2859647516971402,3.821560474967072
DCBHWLRGCM,3 2 1 7 22 11 17 6 2 12,-0.6945501821818205 -0.7744627315408885 -0.8776286058415901 -0.42323300044189627 0.7153903875871703 -0.14984465250598134 0.34542178359055664 -0.48938545563955227 -0.7801307081155531 -0.07448925993023914,4.007028643770294
JUJWFVKFLN,9 20 9 22 5 21 10 5 11 13,-0.2350987909583777 0.6141221061073625 -0.24907243647683908 0.6977277559743804 -0.5781018409326955 0.6300680481428436 -0.1839212065060336 -0.5795629414625452 -0.11355401693044298 0.06409603130220654,3.595030043338625
LGYQEJGEMN,11 6 24 16 4 9 6 4 12 13,-0.14339736740324494 -0.47797212796502 0.8629351289064267 0.2917383700480116 -0.6561052292803489 -0.24249055926118213 -0.4620110100131998 -0.6324611744784017 -0.047723545422918345 0.023244366165203534,3.52153370319763
VTZKMBMXDF,21 19 25 10 12 1 12 23 3 5,0.6813649663537764 0.5052752086338939 0.9834670474901903 -0.20141110787716276 -0.03022319699457454 -0.8559517794089093 -0.004189646135989822 0.844643012556173 -0.7216912658172812 -0.5682468049741236,3.884259653807057
NXZBCSGGUA,13 23 25 1 2 18 6 6 20 0,0.009522787978769154 0.8154571541362536 0.9981952415775786 -0.9082967435846356 -0.7785462412154469 0.45045676594506334 -0.5194207382929155 -0.4850666599138551 0.5412193459875516 -0.9852849349921555,4.319866814487714
TQTULSIGYA,19 16 19 20 11 18 8 6 24 0,0.49613744107862834 0.28282828071822896 0.5380945267331194 0.5452856519084468 -0.14491100333546414 0.4191438149491924 -0.33655242634666993 -0.4776773706037303 0.8661024443676086 -0.9260226718594933,4.0967619810938665
KETZOUEJUU,10 4 19 25 14 20 4 9 20 20,-0.22851395723476475 -0.6468325674615902 0.46805212820221875 0.9803781787869568 0.08047417755907182 0.5813880328757948 -0.676936697367144 -0.2658455769132517 0.5404013995045802 0.5686895048477527,4.08825652595279
GZSFHBSMVC,6 25 18 5 7 1 18 12 21 2,-0.4699012094882442 0.9718843542160902 0.4200748037662987 -0.5566873395862775 -0.4054146640563179 -0.8933192653643964 0.43642064102443134 -0.05466114402914579 0.63489229949295 -0.8376759890796677,4.249240387356679
QPURPVHQWY,16 15 20 17 15 21 7 16 22 24,0.2382039847249786 0.21345406810780743 0.5442595574152125 0.3495748360329365 0.17922085238840424 0.6508539132188904 -0.4535701615080061 0.30261687307051566 0.7282257182584664 0.9213008400541203,3.852078497667016
NMYNSMOZZV,13 12 24 13 18 12 14 25 25 21,0.0331384519532234 -0.05426947130182791 0.8633573461791297 0.027550415038930742 0.45525004733842334 -0.0035980332122913516 0.15076509948930394 0.9773644722085177 0.9878420099905281 0.6385406138908605,3.1573404866276147
MCWCIRTCUD,12 2 22 2 8 17 19 2 20 3,-0.06012439188090668 -0.7869201665353567 0.7166610450443167 -0.8394364214410199 -0.36025521141846695 0.3728899436271633 0.4857676545812948 -0.8056404387898302 0.598852993043204 -0.6936472547242991,4.201464166822955
FAJMAIFDDU,5 0 9 12 0 8 5 3 3 20,-0.5605695720914927 -0.9445109639594178 -0.27641795044893724 -0.038237000548883016 -0.9898940015557414 -0.3132680548480651 -0.6011919067303348 -0.742566315395315 -0.7093523105985977 0.5446300408476057,4.177070487416891
SKGQWMCPCA,18 10 6 16 22 12 2 15 2 0,0.39818081560405694 -0.18842220144924537 -0.5236701673315469 0.27152248784980815 0.7022327968133055 -0.022600367855393655 -0.8104477524706626 0.2241571133876077 -0.778144665551098 -0.9806185257456823,3.8037356182600353
YNIQPOCHSI,24 13 8 16 15 14 2 7 18 8,0.861808817890686 0.008819700455039658 -0.36791048558969663 0.23803271251010916 0.2261363615314953 0.10526555882114952 -0.7962801481339796 -0.43426385887059693 0.4203522984848762 -0.36955521383309486,3.503249062577233
JNHHTZESKH,9 13 7 7 19 25 4 18 10 7,-0.26245140499954567 0.05709078254524025 -0.3882346619130521 -0.42541556019108273 0.5381135590567794 0.9850910500697927 -0.6586632181852843 0.3856616592298283 -0.22637801405265456 -0.4212866745657071,3.8568160339561612
WCYECJUQKU,22 2 24 4 2 9 20 16 10 20,0.761052174834584 -0.8178013798811274 0.9078621298666789 -0.6622081867863325 -0.7844316527929467 -0.26696183683878916 0.596329977124884 0.23919284275417674 -0.1675832506338235 0.5485417783328468,4.108080234471814
HYXPDSWSVY,7 24 23 15 3 18 22 18 21 24,-0.4546689208018371 0.909506354120974 0.7996118971137076 0.22526090262525944 -0.6929561090357821 0.4363767530352367 0.7180686264517082 0.4135757903002344 0.6462704565483286 0.859516750040695,4.337347691888304
CLRHDRDQFD,2 11 17 7 3 17 3 16 5 3,-0.8091775362022442 -0.09062806009713675 0.3829316659713493 -0.4492002221828586 -0.7094477346031525 0.3128594562996536 -0.7222718257694449 0.2785751617355121 -0.5628832918207589 -0.7436416614924948,4.036261957281358
UYBNDERZLZ,20 24 1 13 3 4 17 25 11 25,0.5630500723848624 0.8833646144137126 -0.8967234236072992 0.06147967713352931 -0.7060473527773135 -0.6245776050521874 0.33952269574044336 0.9579806286541248 -0.08694150075037932 0.9283707380722062,3.9634940692219414
IPZPQKFQUD,8 15 25 15 16 10 5 16 20 3,-0.33840254942999315 0.21872097279191904 0.9912332990955521 0.17955617468620977 0.27295048512095166 -0.16232082007495197 -0.5488937884055396 0.2559443022014285 0.5995907421304869 -0.7638945697628992,3.6766716526482353
SONBVPMUVL,18 14 13 1 21 15 12 20 21 11,0.45480119756019843 0.1389980624344167 0.05411747619889318 -0.8681840494987816 0.632949780403943 0.16753148869417944 -0.07596047434477926 0.5503040952701332 0.6545380534169911 -0.14010771041586834,3.37645171056073
KLNKFALYHB,10 11 13 10 5 0 11 24 7 1,-0.16200795187713313 -0.10031219373426681 0.019213902562420282 -0.16028401711151385 -0.5990474704912065 -0.9882041102656269 -0.1106606852239711 0.8855643393401664 -0.4077008085334355 -0.8935473604728013,3.2743215058780106
ZLSIULYPNO,25 11 18 8 20 11 24 15 13 14,0.942385975429912 -0.08409744279815845 0.4289684085929113 -0.36196930167969454 0.6081510274761803 -0.09383115014388599 0.9000826424683055 0.1965508534453566 0.0459218368003822 0.1078209158001946,3.2294772917592955
DXMITHTFYR,3 23 12 8 19 7 19 5 24 17,-0.7073494848070598 0.8098762918965725 -0.026571306971350683 -0.3127357064020859 0.48417401023178064 -0.4426278777524755 0.47260286164926457 -0.5778972692152478 0.8491855012802814 0.3358340857287967,4.0791841130797835
QZHQHMPJTI,16 25 7 16 7 12 15 9 19 8,0.23788996635596704 0.9910859801601755 -0.460850735456106 0.30651538378550747 -0.38615820931471956 -0.0061011304393727706 0.15601825151387172 -0.23292142954782258 0.5146626553485432 -0.33426062003808465,3.488859627590625
IWRGKYEIJA,8 22 17 6 10 24 4 8 9 0,-0.35543273821909094 0.7126404422230284 0.33740935558547047 -0.48358326251117467 -0.22257295065547966 0.8542580961167461 -0.6583557649433713 -0.3433452826589034 -0.2807824915955668 -0.9327031213551835,4.05510535401557
NXZDOZWXSM,13 23 25 3 14 25 22 23 18 12,0.018057438206497523 0.7983509013188452 0.9401764244373583 -0.7243874889521147 0.12778413226207186 0.9356979438684994 0.7574942790445691 0.8145787632279018 0.44531460113985544 -0.024071391456255586,3.679616701100731
YDECKGJJER,24 3 4 2 10 6 9 9 4 17,0.8936990582005901 -0.7644790770327816 -0.618961900063155 -0.8447993146001813 -0.20524342038989585 -0.5162203183792291 -0.23537986330703897 -0.257651189731978 -0.685347089838777 0.34713394949769416,4.039795022387118
JZXBWIAKZJ,9 25 23 1 22 8 0 10 25 9,-0.24492965163191482 0.9653270570080208 0.820864324091251 -0.8801989465879081 0.750139698767254 -0.3091448855198815 -0.9900734688362025 -0.16317538405947163 0.9633594561054899 -0.2721578367511106,3.8664752320715334
XMWPJIMRRK,23 12 22 15 9 8 12 17 17 10,0.825617969670001 -0.04732959268917014 0.7681616562482152 0.17340236628002148 -0.25075481794610854 -0.35980666669624384 -0.013583867138133199 0.31253405307967874 0.36345977680987085 -0.17140621454061344,3.1308923452472546
RCUUSIVJLT,17 2 20 20 18 8 21 9 11 19,0.36754276989758816 -0.7926505564508197 0.5990486188241184 0.5434357226708937 0.3999070117692529 -0.38253381266448283 0.6862135165141179 -0.2758638313698196 -0.0953060524664413 0.4683020077134079,3.9796857680228723
ZTTSNCOQJU,25 19 19 18 13 2 14 16 9 20,0.9550360143827121 0.47921830619529415 0.496258924858346 0.4576079378782354 0.01379326206267395 -0.8381678326110966 0.1360008126028469 0.306416358354876 -0.30731317885788134 0.5455227119615622,3.8654654386147027
PNFBWTTDOW,15 13 5 1 22 19 19 3 14 22,0.18723859552285216 0.052770080350192705 -0.573113534881996 -0.8463371306035181 0.7120833744098161 0.4822878173275673 0.5369490840417861 -0.7231020683851399 0.08803544999361423 0.7510834236367814,3.909219312919945
EDJIGMEFQU,4 3 9 8 6 12 4 5 16 20,-0.621549324771163 -0.7204213167446976 -0.23886814141031376 -0.3493560740218671 -0.5093108343705561 -0.030297286659470624 -0.6411952829226977 -0.6002090297584173 0.2965139185914085 0.5654818286351564,3.9653250984414474
RAVFWFNJPU,17 0 21 5 22 5 13 9 15 20,0.36718846663777227 -0.9639931873370033 0.6561098169810953 -0.540550290361886 0.7527404754848306 -0.5668710097091745 0.06776019680147805 -0.2413616520542774 0.22710692372455066 0.5565673867602889,4.002363319126932
RBGBTSBOUW,17 1 6 1 19 18 1 14 20 22,0.3281748892272598 -0.888311475013345 -0.483672590391266 -0.9007820707201621 0.48271163425909114 0.454016292331753 -0.8790649861723399 0.09188170527060402 0.5912574278880072 0.7200586544823442,4.225716810833429
JRSEVQYLXG,9 17 18 4 21 16 24 11 23 6,-0.3049146557042566 0.3389774767685225 0.40334323182310916 -0.6665805895648909 0.6495884972280217 0.27440907159741035 0.8671143069187803 -0.12385640830969158 0.7784293505669044 -0.48573754630075316,3.978322846995099
LRXQVEZLAQ,11 17 23 16 21 4 25 11 0 16,-0.1403318507328326 0.34377318892570163 0.8039177594167719 0.23408990447741096 0.6833968856725874 -0.6711876264516388 0.9517614042958789 -0.08515943252216474 -0.9870817323422834 0.30741941155554864,3.788036074333196
CYGSKUJZFO,2 24 6 18 10 20 9 25 5 14,-0.8373751367155553 0.8501075785097842 -0.5047346142611855 0.43498730993693147 -0.19881775396598944 0.5723477108716932 -0.26735281476864325 0.9684283269152512 -0.5891151686913321 0.08240740008687175,4.027741147958547
FUULFFHJFK,5 20 20 11 5 5 7 9 5 10,-0.5594168517019715 0.5934873361539192 0.5548487132630451 -0.120154262113769 -0.5856026389121294 -0.5970349187278827 -0.4375953951193525 -0.24918525780823786 -0.5487395009109794 -0.17566338992113772,3.9351322688197965
ZWGRGUYUAZ,25 22 6 17 6 20 24 20 0 25,0.9307889921675387 0.702956089453274 -0.5051498868421798 0.31189540091564516 -0.5121096291954921 0.5714663487867593 0.9153276882693333 0.5460340281649458 -0.9936644390570064 0.96268593165815,4.5161190032428955
PCRFUUXYDU,15 2 17 5 20 20 23 24 3 20,0.17601660149172393 -0.844630942953474 0.3526448984112045 -0.5408246110358306 0.6036598235156259 0.5878552570273139 0.7943472045395175 0.8821209122101275 -0.6979095485109037 0.5911453669836111,4.336814635559634
MAYQQWIFDB,12 0 24 16 16 22 8 5 3 1,-0.03492925182303974 -0.9325948090850187 0.8807747190100199 0.24792447455684274 0.2867228428412292 0.7225401584581292 -0.3472904964218049 -0.5546348605351357 -0.7570399287560998 -0.8685677498298063,3.958764638693783
YABAWKMGWP,24 0 1 0 22 10 12 6 22 15,0.901864849265086 -0.9246239935758076 -0.9077327518812335 -0.9665040580823787 0.7232286911019248 -0.1641422983768861 -0.04782234407526986 -0.4784750489542209 0.7065424312721935 0.17061045726122814,3.792222477577749
CKSVJJFKWW,2 10 18 21 9 9 5 10 22 22,-0.811667026306554 -0.1659512661444298 0.4080840271318664 0.6154258215448662 -0.2711194576609688 -0.2985500357269302 -0.5506728294944663 -0.16889012587397545 0.7625450023624811 0.7276077520359496,3.8922294769207686
NRSYRSBAJP,13 17 18 24 17 18 1 0 9 15,0.0635661781996737 0.37208004002501216 0.42255778986359793 0.8515482401494736 0.3512891790202288 0.3999196680981081 -0.8525958290522617 -0.9861966522526651 -0.2635351776640291 0.20008758930887027,3.8018893877813302
MFPTMVXLXK,12 5 15 19 12 21 23 11 23 10,-0.04243403458258599 -0.5947929660055784 0.1840941583243514 0.49035761706864167 -0.03422735341363636 0.6443933892457958 0.77230385073446 -0.09989190195996533 0.7761279343217993 -0.2102145343940205,3.4127223567263063
IWOAXTJOUZ,8 22 14 0 23 19 9 14 20 25,-0.3649394202581109 0.7652283479677544 0.10588835019508269 -0.9331195997419914 0.843526887129671 0.5115979216091411 -0.2897079299566776 0.14045991824890103 0.5837759805426561 0.9465467264118341,3.9477399425010202
LCLMROTDVJ,11 2 11 12 17 14 19 3 21 9,-0.1215360453067984 -0.8355789379684222 -0.10190822859199766 -0.025037097159341437 0.35095183285640386 0.07710692917174544 0.5330148303091398 -0.7158629149580067 0.6607036145051035 -0.23328287944711823,3.3008711640461432
BKKTCPFAPM,1 10 10 19 2 15 5 0 15 12,-0.8691301299219918 -0.22904294889952537 -0.21974591629740137 0.4753752368252422 -0.8166157243975372 0.22848786389498033 -0.6129320161845146 -0.9950735262854657 0.15713950491194928 -0.033304837933257,3.593842176697859
QAIKQDNSRU,16 0 8 10 16 3 13 18 17 20,0.2438101319029069 -0.945178777113673 -0.31366733202613895 -0.19627269979232564 0.2871888366401456 -0.7492505528861324 0.05049083626151529 0.4425675618634508 0.37055244831386447 0.6081298537972761,3.672983681221098
AHBDPWLUFX,0 7 1 3 15 22 11 20 5 23,-0.9720201780064344 -0.4170091413467112 -0.8481290407159012 -0.7078009173437709 0.15533038431139734 0.7148742790579103 -0.10556210469164062 0.5420884799424237 -0.5680688391646433 0.793272601850697,4.13520575049133
ISSDGIEWAP,8 18 18 3 6 8 4 22 0 15,-0.3433848612810464 0.4269983502436423 0.38865128584167996 -0.7478143847767753 -0.4627707381421817 -0.3757666188171003 -0.6584130200550005 0.6955386159186949 -0.963675676581903 0.21360804661678934,4.177492463285365
NFUIAXAFVY,13 5 20 8 0 23 0 5 21 24,0.040599335153659544 -0.5686360333004921 0.5628161095408881 -0.31651746966543026 -0.9506254695967442 0.7957474900225368 -0.9591715249421007 -0.5932445279906315 0.6322236632423655 0.8979942392097857,4.272284893733747
